name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
Ryag Women's Jutti,women's shoes,Shoes,https://m.media-amazon.com/images/I/41MLlHc3mVL._AC_UL320_.jpg,https://www.amazon.in/RYAG-Designer-Rajasthani-Jaipuri-Bellies/dp/B07Y57FX5K/ref=sr_1_17991?qid=1679211644&s=shoes&sr=1-17991,3.4,371,₹399,₹999
Amazon Brand - Symbol Womens Nile Sneaker,women's shoes,Shoes,https://m.media-amazon.com/images/I/81klzgDK6vL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Symbol-Sneakers-6-AZ-WSY-06/dp/B07XRX8B2V/ref=sr_1_17992?qid=1679211644&s=shoes&sr=1-17992,3.4,12,₹719,"₹1,799"
Walkaroo Women's Faux Leather Black Fashion Sandals - 5 UK (13817),women's shoes,Shoes,https://m.media-amazon.com/images/I/719XROmIKfL._AC_UL320_.jpg,https://www.amazon.in/WalkaroO-VKC-Fashion-Sandals-5-2000679505BLK/dp/B07WNH4T4W/ref=sr_1_17993?qid=1679211644&s=shoes&sr=1-17993,3.9,24,,₹289
Metro Women Black Synthetic Sandals (33-736),women's shoes,Shoes,https://m.media-amazon.com/images/I/713knVf01wL._AC_UL320_.jpg,https://www.amazon.in/Metro-Chikoo-Synthetic-Sandals-33-736-22-40/dp/B07V2B66MV/ref=sr_1_17994?qid=1679211644&s=shoes&sr=1-17994,3.4,10,,"₹1,890"
Havaianas Women's You Belize Flip-Flops,women's shoes,Shoes,https://m.media-amazon.com/images/I/61ESlYoVF2L._AC_UL320_.jpg,https://www.amazon.in/Havaianas-Womens-Belize-Flip-Flops-6-HV4140450_363/dp/B07TSLHMVV/ref=sr_1_17995?qid=1679211644&s=shoes&sr=1-17995,3.3,96,₹952,"₹2,099"
Puma Unisex's Sneakers,women's shoes,Shoes,https://m.media-amazon.com/images/I/61i0+QjDOLL._AC_UL320_.jpg,https://www.amazon.in/Puma-Unisex-Adult-Sneakers-11-36693506_11/dp/B07NQK4XQ2/ref=sr_1_17996?qid=1679211644&s=shoes&sr=1-17996,4.2,79,"₹1,693.33","₹4,999"
Puma Women's Popcat Chrome Slides,women's shoes,Shoes,https://m.media-amazon.com/images/I/61Pe-ZfIkLL._AC_UL320_.jpg,https://www.amazon.in/Puma-Unisex-Black-Silver-Sneakers-6-36728502/dp/B07F3MVGLX/ref=sr_1_17997?qid=1679211644&s=shoes&sr=1-17997,4.7,6,"₹1,117","₹2,299"
Sparx womens Sl-111 Casual Shoes,women's shoes,Shoes,https://m.media-amazon.com/images/I/61tT3Jy-NgL._AC_UL320_.jpg,https://www.amazon.in/Sparx-Womens-Golden-Sneakers-SL_111-37/dp/B07DJC5FS3/ref=sr_1_17998?qid=1679211644&s=shoes&sr=1-17998,3.8,58,,₹749
Wilson Womens Women S KAOS Comp Tennis Shoes Tennis,women's shoes,Shoes,https://m.media-amazon.com/images/I/616Co2ge75L._AC_UL320_.jpg,https://www.amazon.in/Wilson-Women%60s-Tennis-Shoes-White/dp/B077J28P4Z/ref=sr_1_17999?qid=1679211644&s=shoes&sr=1-17999,4.4,2,"₹6,999","₹9,999"
WELCOME Women Red Leather Flip-Flops-8 UK/India (41 EU) (RedHF-13_8),women's shoes,Shoes,https://m.media-amazon.com/images/I/61D1m8eudJL._AC_UL320_.jpg,https://www.amazon.in/WELCOME-Womens-Red-Synthetic-Slippers/dp/B06Y4VG4KS/ref=sr_1_18000?qid=1679211644&s=shoes&sr=1-18000,3.7,58,,₹499
RazMaz French Rose White Shoes for Women | White Sneakers for Women | Great Birthday Gift for Girls | Works The Best with ...,women's shoes,Shoes,https://m.media-amazon.com/images/I/61IyLZ3B5xL._AC_UL320_.jpg,https://www.amazon.in/RazMaz-Printed-Floral-Sneakers-Women/dp/B07RGJ7PNT/ref=sr_1_18097?qid=1679211646&s=shoes&sr=1-18097,3.8,94,₹455,₹999
Skechers womens ULTRA FLEX-SIMPLY FREE NAVY Casual Shoe -3 UK (6 US) (13111),women's shoes,Shoes,https://m.media-amazon.com/images/I/71Y4Csop5ZL._AC_UL320_.jpg,https://www.amazon.in/Skechers-Womens-Flex-Simply-Sneaker-3-13111-NVY/dp/B07NPGV5DK/ref=sr_1_18098?qid=1679211646&s=shoes&sr=1-18098,4.5,14,"₹2,955","₹5,299"
crocs Women's Boots,women's shoes,Shoes,https://m.media-amazon.com/images/I/81As-WiCjJL._AC_UL320_.jpg,https://www.amazon.in/crocs-Womens-Burgundy-Boots-3-205314-605/dp/B07LGBJ9DM/ref=sr_1_18099?qid=1679211646&s=shoes&sr=1-18099,4.5,272,"₹2,843","₹5,995"
Nike Women's WMNS Flex Trainer 9 Training Shoe,women's shoes,Shoes,https://m.media-amazon.com/images/I/61GZtWVRaIL._AC_UL320_.jpg,https://www.amazon.in/Nike-Womens-Trainer-Sneaker-Black/dp/B07KYL4CKW/ref=sr_1_18100?qid=1679211646&s=shoes&sr=1-18100,4.2,376,"₹3,779","₹5,495"
Catwalk Women Black Fashion,women's shoes,Shoes,https://m.media-amazon.com/images/I/71+V7D5MUqL._AC_UL320_.jpg,https://www.amazon.in/Catwalk-Womens-Fashion-Sandals-9-3383C/dp/B07FDCJK56/ref=sr_1_18101?qid=1679211646&s=shoes&sr=1-18101,3.8,104,"₹1,596","₹1,995"
BATA Women's Shae Ballet Flats,women's shoes,Shoes,https://m.media-amazon.com/images/I/41a8PD0okEL._AC_UL320_.jpg,https://www.amazon.in/BATA-Womens-Shae-Ballet-Flats/dp/B01LH6SNE0/ref=sr_1_18102?qid=1679211646&s=shoes&sr=1-18102,4.2,14,₹599,₹899
ASIAN Shoes Women's Riya-01 Black Mesh Sports Running Shoes,women's shoes,Shoes,https://m.media-amazon.com/images/I/61eemvRtnqL._AC_UL320_.jpg,https://www.amazon.in/Asian-shoes-Womens-Black-Canvas/dp/B01JBSO3OA/ref=sr_1_18103?qid=1679211646&s=shoes&sr=1-18103,3.7,178,₹499,₹699
"1 Rain Boots, Waterproof Woman Rain Boots, Printing For Garden, Factories, Industry Mine(Size 39) For Womens",women's shoes,Shoes,https://m.media-amazon.com/images/I/61G4TzRNopL._AC_UL320_.jpg,https://www.amazon.in/Waterproof-Printing-Garden-Factories-Industry/dp/B08K8HHYCL/ref=sr_1_18104?qid=1679211646&s=shoes&sr=1-18104,4.0,1,"₹3,919","₹4,699"
Jootas Ravishing White Women Casual Sneakers,women's shoes,Shoes,https://m.media-amazon.com/images/I/21NqqcHjOiL._AC_UL320_.jpg,https://www.amazon.in/Jootas-Ravishing-Casual-Sneakers-Numeric_7/dp/B0BV728KGD/ref=sr_1_18105?qid=1679211646&s=shoes&sr=1-18105,,,₹579,"₹1,299"
UNIQUEO Fancy sandals for women or girls with comfortable Glitter heels and adjustable strap,women's shoes,Shoes,https://m.media-amazon.com/images/I/71HzX1cPO7L._AC_UL320_.jpg,https://www.amazon.in/UNIQUEO-sandals-comfortable-adjustable-numeric_4/dp/B0BQH44H91/ref=sr_1_18106?qid=1679211646&s=shoes&sr=1-18106,4.0,1,₹599,"₹1,299"
Saheb Stylish Formal High Heel Pump Shoes for Girls and Women (518),women's shoes,Shoes,https://m.media-amazon.com/images/I/61L+Nd1Wj7L._AC_UL320_.jpg,https://www.amazon.in/Saheb-Stylish-Formal-Shoes-Girls/dp/B0BL34332V/ref=sr_1_18107?qid=1679211646&s=shoes&sr=1-18107,3.6,3,"₹1,049","₹1,899"
"FootStreet Women's Cross Strap Sandal, Transparent Heel Sandal for Girl's",women's shoes,Shoes,https://m.media-amazon.com/images/I/61UmuUQ-KOL._AC_UL320_.jpg,https://www.amazon.in/FootStreet-Womens-Sandal-Transparent-numeric_5/dp/B0BG7W6Z3C/ref=sr_1_18108?qid=1679211646&s=shoes&sr=1-18108,3.0,2,₹459,₹999
Rhysley Red Hand Embroidered Beaded Leather Jutti,women's shoes,Shoes,https://m.media-amazon.com/images/I/81+nm7HY9SL._AC_UL320_.jpg,https://www.amazon.in/Rhysley-Embroidered-Beaded-Leather-Jutti/dp/B0BFX2R7XJ/ref=sr_1_18109?qid=1679211646&s=shoes&sr=1-18109,,,"₹1,799","₹3,999"
Mosac Latest Womens Fashion Pencil Heel Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/61LxNe7IB6L._AC_UL320_.jpg,https://www.amazon.in/Mosac-Stylish-Trendy-Pencil-Fashion/dp/B0BFJS5Z12/ref=sr_1_18110?qid=1679211646&s=shoes&sr=1-18110,5.0,1,₹699,"₹1,599"
"Divyanshu DB Women's Ethnic Rajasthani Handmade Jutti, MulticolorD-70",women's shoes,Shoes,https://m.media-amazon.com/images/I/61fiIujm0tL._AC_UL320_.jpg,https://www.amazon.in/Divyanshu-Womens-Rajasthani-Handmade-MulticolorD-70/dp/B0BD2N84CC/ref=sr_1_18111?qid=1679211646&s=shoes&sr=1-18111,,,₹179,₹699
FOOTGASM Fancy & Comfortable Pencil Heel sandals Women's And Girls,women's shoes,Shoes,https://m.media-amazon.com/images/I/616LvVJI-mL._AC_UL320_.jpg,https://www.amazon.in/FOOTGASM-Comfortable-Pencil-sandals-numeric_3/dp/B0BD1XF8G1/ref=sr_1_18112?qid=1679211646&s=shoes&sr=1-18112,3.5,12,₹699,"₹1,499"
Sk Hosiery Home Footwear Women's House Soft Slippers Closed Toe comfortable Thick Anti-Skid Sole Bedroom For Indoor and Ou...,women's shoes,Shoes,https://m.media-amazon.com/images/I/71y0FU1BzVL._AC_UL320_.jpg,https://www.amazon.in/Hosiery-Footwear-Slippers-comfortable-Anti-Skid/dp/B0B99JFFWC/ref=sr_1_18113?qid=1679211646&s=shoes&sr=1-18113,,,₹345,₹999
YALA Women 606 Coloured Solid Sandals,women's shoes,Shoes,https://m.media-amazon.com/images/I/619nSTSisyL._AC_UL320_.jpg,https://www.amazon.in/YALA-Fashion-Coloured-Comfortable-Sandals/dp/B0B932C16J/ref=sr_1_18114?qid=1679211646&s=shoes&sr=1-18114,,,₹499,₹999
Carlton London womens Cll-6749 Flat Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/61SG9jrYG9L._AC_UL320_.jpg,https://www.amazon.in/Carlton-London-Womens-Cll-6749-Slingback/dp/B0B63QN8DX/ref=sr_1_18115?qid=1679211646&s=shoes&sr=1-18115,3.0,1,₹627,"₹1,695"
Carlton London Womens Black Women's Sneakers Sneaker,women's shoes,Shoes,https://m.media-amazon.com/images/I/61urdkyIy7L._AC_UL320_.jpg,https://www.amazon.in/Carlton-London-Womens-Sneakers-Black/dp/B0B634HZ1T/ref=sr_1_18116?qid=1679211646&s=shoes&sr=1-18116,,,₹989,"₹1,799"
MUNROFIT Trend Super Soft Doctor Sole Casual wedges Sandal For Women,women's shoes,Shoes,https://m.media-amazon.com/images/I/61F5oKWm4NL._AC_UL320_.jpg,https://www.amazon.in/MUNROFIT-Doctor-Casual-wedges-Sandal/dp/B0B54ZGK69/ref=sr_1_18117?qid=1679211646&s=shoes&sr=1-18117,,,₹649,"₹1,499"
Khadim's Fitnxt Purple Running Sports Shoes for Women,women's shoes,Shoes,https://m.media-amazon.com/images/I/61l0-OoRNbL._AC_UL320_.jpg,https://www.amazon.in/Khadims-Fitnxt-Purple-Running-Sports/dp/B0B3VNQ55H/ref=sr_1_18118?qid=1679211646&s=shoes&sr=1-18118,,,₹685,₹699
Mapple Smart & Sleek Comfortable Bellies,women's shoes,Shoes,https://m.media-amazon.com/images/I/617piAyFdeL._AC_UL320_.jpg,https://www.amazon.in/Mapple-Smart-Sleek-Comfortable-Bellies-Cream-uk4/dp/B0B34NB58S/ref=sr_1_18119?qid=1679211646&s=shoes&sr=1-18119,,,₹599,₹999
Nike Womens W Air Max Intrlk Lite Running Shoe,women's shoes,Shoes,https://m.media-amazon.com/images/I/71kCJJZskJL._AC_UL320_.jpg,https://www.amazon.in/Nike-Womens-Intrlk-White-Anthracite-Wolf-Running/dp/B09YRY4QYC/ref=sr_1_18120?qid=1679211646&s=shoes&sr=1-18120,4.2,9,"₹5,549","₹7,095"
DESI COLOUR Women Ethnic Footwear Mojari/Punjabi Jutti-Mirror Art- Grey,women's shoes,Shoes,https://m.media-amazon.com/images/I/41P57U7Oj7L._AC_UL320_.jpg,https://www.amazon.in/DESI-COLOUR-Footwear-Punjabi-Jutti-Mirror/dp/B09XMG5QD5/ref=sr_1_18121?qid=1679211646&s=shoes&sr=1-18121,4.0,2,"₹1,199","₹2,000"
Inc 5 Womens Flat 1049GREEN,women's shoes,Shoes,https://m.media-amazon.com/images/I/51hUjXur7wL._AC_UL320_.jpg,https://www.amazon.in/Inc-5-Womens-Casual-Slip-On-Green/dp/B09X78GHY4/ref=sr_1_18122?qid=1679211646&s=shoes&sr=1-18122,,,₹796,"₹1,990"
Inc.5 Women's 101078p.Beige Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/41FB5q+0fJL._AC_UL320_.jpg,https://www.amazon.in/Inc-5-101078-Womens-Casual-Slip-On/dp/B09X1LJYCD/ref=sr_1_18123?qid=1679211646&s=shoes&sr=1-18123,,,₹945,"₹1,890"
Power Womens Xolite Racer Orion Sneaker,women's shoes,Shoes,https://m.media-amazon.com/images/I/71jE3V8WpgL._AC_UL320_.jpg,https://www.amazon.in/Power-Women-Xolite-Sneakers-5395097/dp/B09V2YPC6G/ref=sr_1_18124?qid=1679211646&s=shoes&sr=1-18124,3.9,10,"₹2,879","₹3,599"
Nike Women's W Renew in-Season Tr 11 Running Shoe,women's shoes,Shoes,https://m.media-amazon.com/images/I/51Bzn6dBRBL._AC_UL320_.jpg,https://www.amazon.in/Nike-womens-Running-BLACK-BEETROOT-ARCHAEO/dp/B09TFKMQR4/ref=sr_1_18125?qid=1679211646&s=shoes&sr=1-18125,3.7,7,,"₹5,995"
Fila Womens Boveasorus 98 at Sneaker,women's shoes,Shoes,https://m.media-amazon.com/images/I/81yvBSUqu8L._AC_UL320_.jpg,https://www.amazon.in/Fila-Womens-BOVEASORUS-Sneaker-11007615/dp/B09SHX51X3/ref=sr_1_18126?qid=1679211646&s=shoes&sr=1-18126,,,"₹3,299","₹6,999"
Vendoz Women Casual White Shoes,women's shoes,Shoes,https://m.media-amazon.com/images/I/71oJvOdAcPL._AC_UL320_.jpg,https://www.amazon.in/Vendoz-Women-Casual-Black-Shoes/dp/B09RX62LJG/ref=sr_1_18127?qid=1679211646&s=shoes&sr=1-18127,3.8,43,₹684,₹999
Naani Mamma Grey Casual Belly | Comfortable Light Weight Bellies for Girls and Women,women's shoes,Shoes,https://m.media-amazon.com/images/I/71674RQL1+L._AC_UL320_.jpg,https://www.amazon.in/Naani-Mamma-Casual-Comfortable-Bellies/dp/B09QHPHS5V/ref=sr_1_18128?qid=1679211646&s=shoes&sr=1-18128,3.0,1,₹449,₹999
RSK ETHNIC WEAR Dark Grey Color Bellies for Women [1246],women's shoes,Shoes,https://m.media-amazon.com/images/I/71JZEvFUazL._AC_UL320_.jpg,https://www.amazon.in/RSK-Ethnic-Wear-Color-Bellies/dp/B09Q6HCQTS/ref=sr_1_18129?qid=1679211646&s=shoes&sr=1-18129,,,₹499,"₹1,699"
Red Tape Women's Walking Shoes,women's shoes,Shoes,https://m.media-amazon.com/images/I/71vj0xB-HrL._AC_UL320_.jpg,https://www.amazon.in/Red-Tape-Women-Beige-Walking/dp/B09N78PPRG/ref=sr_1_18130?qid=1679211646&s=shoes&sr=1-18130,5.0,2,"₹1,715","₹6,899"
Planet Wear Girl' s Combo of Pink Flower with Golden Butterly Ballerina Bellies/ 28 Euro Size Bellies for 4.5 Years to 5 Y...,women's shoes,Shoes,https://m.media-amazon.com/images/I/61c15Zxd6rL._AC_UL320_.jpg,https://www.amazon.in/Planet-Wear-Butterly-Ballerina-Bellies/dp/B09M425YML/ref=sr_1_18131?qid=1679211646&s=shoes&sr=1-18131,4.6,3,,₹999
Puma Womens Softride Ruby Better WN's Walking Shoe,women's shoes,Shoes,https://m.media-amazon.com/images/I/61YxJKn1BkL._AC_UL320_.jpg,https://www.amazon.in/Puma-Womens-Softride-Pristine-Carnation-Walking/dp/B09LCQJPT9/ref=sr_1_18132?qid=1679211646&s=shoes&sr=1-18132,,,"₹3,799","₹6,999"
CASSIEY Women White Textured Lace-Up Round Toe Lightweight Walking Sneaker Shoes for Women,women's shoes,Shoes,https://m.media-amazon.com/images/I/61jOsx-MBrL._AC_UL320_.jpg,https://www.amazon.in/CASSIEY-Textured-Lace-Up-Lightweight-Walking/dp/B09KVH6M7Y/ref=sr_1_18133?qid=1679211646&s=shoes&sr=1-18133,4.7,4,₹990,₹999
Walkway womens 32-9185 Fashion Sandals,women's shoes,Shoes,https://m.media-amazon.com/images/I/51ViLwQDThL._AC_UL320_.jpg,https://www.amazon.in/Walkway-Bronze-Synthetic-Sandals-32-9185/dp/B09H66CSYQ/ref=sr_1_18134?qid=1679211646&s=shoes&sr=1-18134,4.0,19,,₹599
Shoetopia womens Abc Heeled Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/71iqlKkSHSL._AC_UL320_.jpg,https://www.amazon.in/Shoetopia-Womens-Girls-Transparent-Solid/dp/B09GFVRBPD/ref=sr_1_18135?qid=1679211646&s=shoes&sr=1-18135,3.4,15,₹699,₹999
shoexpress Womens Textured Running Shoes with Lace-up Closure Running Shoe,women's shoes,Shoes,https://m.media-amazon.com/images/I/713suNQ27aL._AC_UL320_.jpg,https://www.amazon.in/shoexpress-Textured-Running-Lace-Up-SX190398WBLACK/dp/B09G72PY5G/ref=sr_1_18136?qid=1679211646&s=shoes&sr=1-18136,4.0,1,₹390.39,"₹3,499"
INFISPACE® Kid's Lady Bug Theme Anti-slip Plush Home Slippers,women's shoes,Shoes,https://m.media-amazon.com/images/I/712SAueAIAL._AC_UL320_.jpg,https://www.amazon.in/Infispace%C2%AE-Theme-Anti-slip-Slippers-3_years/dp/B09FRLF4P6/ref=sr_1_18137?qid=1679211646&s=shoes&sr=1-18137,3.2,10,₹389,₹799
Centrino Women's 6201 Cream Sandal-7 Kids UK (6201-04),women's shoes,Shoes,https://m.media-amazon.com/images/I/618UpiQ0oUL._AC_UL320_.jpg,https://www.amazon.in/Centrino-Womens-6201-04-Cream-6201-04-7UK/dp/B09F3P63GQ/ref=sr_1_18138?qid=1679211646&s=shoes&sr=1-18138,3.9,26,₹539,₹999
AaoJao Women's Slippers Indoor House or Outdoor Latest Fashion Black FlipFlop Slipper for women,women's shoes,Shoes,https://m.media-amazon.com/images/I/71LzkVrgaJL._AC_UL320_.jpg,https://www.amazon.in/AaoJao-Slippers-Outdoor-Fashion-FlipFlop/dp/B09C353RNK/ref=sr_1_18139?qid=1679211646&s=shoes&sr=1-18139,4.5,2,₹299,₹999
Skechers Womens GO Run Fast-Happy Daze Black/White Running Shoes -3 UK (6 US) (128176),women's shoes,Shoes,https://m.media-amazon.com/images/I/81RsNq61kAL._AC_UL320_.jpg,https://www.amazon.in/Skechers-Womens-Happy-Shoe-3-128176-BKW/dp/B098T177KK/ref=sr_1_18140?qid=1679211646&s=shoes&sr=1-18140,4.5,2,"₹3,459","₹5,499"
crocs Unisex Adult Classic Out of This WorldII Cg Blk/LnB M4W6 Black/Lightning Bolts Clog (206868-0GZ),women's shoes,Shoes,https://m.media-amazon.com/images/I/71jZ0mK9KGL._AC_UL320_.jpg,https://www.amazon.in/crocs-Classic-WorldII-Lightning-206868-0GZ/dp/B09773SYG4/ref=sr_1_18141?qid=1679211646&s=shoes&sr=1-18141,4.3,17,"₹2,521","₹3,295"
Dashny Combo Pack of 2 Multicolor Comfortable Casual Slippers & Flip Flops for Women's (Combo-(2)-1301-323),women's shoes,Shoes,https://m.media-amazon.com/images/I/71mPRnxPVbS._AC_UL320_.jpg,https://www.amazon.in/Dashny-Multicolor-Comfortable-Combo-1301-323/dp/B0951X1J9C/ref=sr_1_18142?qid=1679211646&s=shoes&sr=1-18142,4.0,1,₹379,₹998
TRYME Flat Slides Slipper For Women's Flip-Flop Classy Slipper For Daily Use| Walk Gym Beach Wear Flat FlipFlops,women's shoes,Shoes,https://m.media-amazon.com/images/I/81EoSmk0d0L._AC_UL320_.jpg,https://www.amazon.in/TRYME-Slides-Slipper-Flip-Flop-FlipFlops/dp/B093LFFSL4/ref=sr_1_18143?qid=1679211646&s=shoes&sr=1-18143,2.9,6,₹534,₹899
Ecoland Women's Flip-Flops RF-015,women's shoes,Shoes,https://m.media-amazon.com/images/I/718++I2bVxL._AC_UL320_.jpg,https://www.amazon.in/Ecoland-Womens-Flip-Flops-Slippers-RF-015/dp/B092DV563Z/ref=sr_1_18144?qid=1679211646&s=shoes&sr=1-18144,4.0,13,₹189,₹499
Carlton London womens Light Purple Sliders Slipper,women's shoes,Shoes,https://m.media-amazon.com/images/I/515OJKs4K-L._AC_UL320_.jpg,https://www.amazon.in/Carlton-London-Sliders-Light-Purple/dp/B0B39KXXLS/ref=sr_1_18961?qid=1679211652&s=shoes&sr=1-18961,4.0,3,₹510,"₹1,699"
Inc.5 womens 1189_p.green Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/41trM-ZtsGL._AC_UL320_.jpg,https://www.amazon.in/Inc-5-Medium-Fashion-Sandal-Womens/dp/B0B1JJ9G43/ref=sr_1_18962?qid=1679211652&s=shoes&sr=1-18962,,,₹840,"₹1,990"
Hush Puppies Women's Lexi Slipper,women's shoes,Shoes,https://m.media-amazon.com/images/I/51v8TGpRvZL._AC_UL320_.jpg,https://www.amazon.in/Hush-Puppies-Women-Chappal-5746985/dp/B09ZV2R4J2/ref=sr_1_18963?qid=1679211652&s=shoes&sr=1-18963,,,"₹2,191","₹3,999"
Inc.5 Womens 100675g.Metal Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/810MopbFk4L._AC_UL320_.jpg,https://www.amazon.in/Inc-5-Womens-Casual-Slip-On-Grey/dp/B09XB49ND9/ref=sr_1_18964?qid=1679211652&s=shoes&sr=1-18964,5.0,1,"₹1,076","₹2,390"
VS1 FASHION MODE Rajasthani Jaipuri Embroidered Jutti Slipper,women's shoes,Shoes,https://m.media-amazon.com/images/I/31NMO4Q8GSL._AC_UL320_.jpg,https://www.amazon.in/VS1-FASHION-MODE-Rajasthani-Embroidered/dp/B09VH6TD1Q/ref=sr_1_18965?qid=1679211652&s=shoes&sr=1-18965,,,₹199,₹499
"Fraternity By MensXP, Brown Cross Strap Sandals",women's shoes,Shoes,https://m.media-amazon.com/images/I/61vPs+SklRL._AC_UL320_.jpg,https://www.amazon.in/MensXP-Fraternity-Brown-Cross-Sandals/dp/B09V85Y685/ref=sr_1_18966?qid=1679211652&s=shoes&sr=1-18966,,,₹400,"₹1,599"
COMFATABLE SANDALS | WOMEN'S FLAT | LEATHER FASHION SANDALS DESIGNER SANDALS COMFATABLE SANDALS NSE-MAHI-BLING T BAR SANDA...,women's shoes,Shoes,https://m.media-amazon.com/images/I/51syONudzBL._AC_UL320_.jpg,https://www.amazon.in/ANSE-MAHI-BLING-SANDAL-GOLD-LEATHER-FASHION-numeric_4/dp/B09T3JLG1R/ref=sr_1_18967?qid=1679211652&s=shoes&sr=1-18967,,,,"₹2,199"
North Star Womens Emely Sneaker,women's shoes,Shoes,https://m.media-amazon.com/images/I/61FXOjyjKUL._AC_UL320_.jpg,https://www.amazon.in/North-Star-Womens-Sneaker-5515979/dp/B09SWJ7J9Y/ref=sr_1_18968?qid=1679211652&s=shoes&sr=1-18968,4.2,6,,"₹1,299"
"Divyanshu Womens Fashion Jutti, Stylish Juti Jaipuri Juti Jaipuri nagra Jutti Belly for Womens Combo Jutti",women's shoes,Shoes,https://m.media-amazon.com/images/I/71qhkhTQYML._AC_UL320_.jpg,https://www.amazon.in/Divyanshu-Fashion-Stylish-Juti-Numeric_4/dp/B09S3WSJF8/ref=sr_1_18969?qid=1679211652&s=shoes&sr=1-18969,,,₹699,₹999
TRESMODE SMART CASUAL FLATS FOR WOMEN,women's shoes,Shoes,https://m.media-amazon.com/images/I/61Djs5AYmnL._AC_UL320_.jpg,https://www.amazon.in/Tresmode-Rubber-Womens-Casual-Flats/dp/B09S3RRLDN/ref=sr_1_18970?qid=1679211652&s=shoes&sr=1-18970,3.6,4,₹970,"₹2,499"
TRESMODE SMART CASUAL FLATS FOR WOMEN,women's shoes,Shoes,https://m.media-amazon.com/images/I/319S8dYoGSL._AC_UL320_.jpg,https://www.amazon.in/Tresmode-Repti-Beige-Womens-Casual/dp/B09RF6JFBC/ref=sr_1_18971?qid=1679211652&s=shoes&sr=1-18971,,,"₹1,080","₹2,799"
TRASE Comfortable and Stylish Woven Design with Open Back | Wedge Sandals|Cushioned Footbed | For Casual Wear| 2 inches he...,women's shoes,Shoes,https://m.media-amazon.com/images/I/718AlA1L+zL._AC_UL320_.jpg,https://www.amazon.in/TRASE-Comfortable-Stylish-Cushioned-Girls-Maroon/dp/B09QM3Y4KF/ref=sr_1_18972?qid=1679211652&s=shoes&sr=1-18972,3.5,71,₹499,"₹1,499"
Nike womens Wmns Nike Court Legacy Nn Sneaker,women's shoes,Shoes,https://m.media-amazon.com/images/I/71st6+FRrZL._AC_UL320_.jpg,https://www.amazon.in/Nike-Womens-White-Black-Volt-Sneaker-DH3161-101/dp/B09NMH9JZG/ref=sr_1_18973?qid=1679211652&s=shoes&sr=1-18973,4.4,15,,
TWIN TOES Stylish Comfortable Casual Heel Boots For Women/Girls,women's shoes,Shoes,https://m.media-amazon.com/images/I/61ozbp0y9GL._AC_UL320_.jpg,https://www.amazon.in/TWIN-TOES-Stylish-Comfortable-Casual/dp/B09MCQJTX4/ref=sr_1_18974?qid=1679211652&s=shoes&sr=1-18974,3.8,71,₹549,"₹3,299"
INC.5 womens 100914_p.beige Heeled Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/51psiUX+kHL._AC_UL320_.jpg,https://www.amazon.in/Inc-5-Shoes-Fashion-Sandal-100914_P-Beige/dp/B09M4853QS/ref=sr_1_18975?qid=1679211652&s=shoes&sr=1-18975,5.0,3,"₹1,166","₹2,590"
Shoetopia Women's & Girl's Solid Backstrap Block Heels Pumps,women's shoes,Shoes,https://m.media-amazon.com/images/I/61zbEp5T4qL._AC_UL320_.jpg,https://www.amazon.in/Shoetopia-Womens-Girls-Solid-Backstrap/dp/B09HPMT5TB/ref=sr_1_18976?qid=1679211652&s=shoes&sr=1-18976,3.5,14,₹599,₹999
shoexpress Womens Textured Pointed Toe Slip-on Shoes with Elastic Detail Sneaker,women's shoes,Shoes,https://m.media-amazon.com/images/I/41bBF5lPOqL._AC_UL320_.jpg,https://www.amazon.in/shoexpress-Textured-Pointed-Sneaker-6-5-BS437-0001BLACK/dp/B09G6S3DS3/ref=sr_1_18977?qid=1679211652&s=shoes&sr=1-18977,4.5,4,₹850,"₹1,599"
Sparx Women's Sf2056l Slipper,women's shoes,Shoes,https://m.media-amazon.com/images/I/81a8tiQih7L._AC_UL320_.jpg,https://www.amazon.in/Sparx-Women-SFL-2056-Orange-SF2056L_LPOR_0008/dp/B09FGDQG1T/ref=sr_1_18978?qid=1679211652&s=shoes&sr=1-18978,3.0,1,,₹524
Metro Women Synthetic Sandals (35-4054),women's shoes,Shoes,https://m.media-amazon.com/images/I/71UQLpjCs2L._AC_UL320_.jpg,https://www.amazon.in/Metro-Womens-Fashion-Sandals-8-35-4054/dp/B09BHVSMJP/ref=sr_1_18979?qid=1679211652&s=shoes&sr=1-18979,3.2,18,₹995,"₹1,990"
shoexpress Womens Textured Lace-up Sneakers Sneakers,women's shoes,Shoes,https://m.media-amazon.com/images/I/71LLrjlbU-L._AC_UL320_.jpg,https://www.amazon.in/shoexpress-Textured-Sneakers-Burgundy-5BF10272/dp/B099XD1D36/ref=sr_1_18980?qid=1679211652&s=shoes&sr=1-18980,,,"₹1,707","₹2,699"
